XN Date,Cheque No,Narration,Debits,Credits,Balance,Sub Category
09-09-2022,TBMS- , chrg: ecs return on 24-aug-2022 tp ach megmasoft(value date: 08-09- 10189241222022) ,78.95,,0,ECS BOUNCED CHARGES
27-09-2022,TBMS- 1030468597, chrg: ecs return on 10-sep-2022 tp ach megmasoft  ,590,,22661.61,ECS BOUNCED CHARGES
29-09-2022,TBMS- 1036849648, rem chrgs:ecs return on 24-aug-2022 tp ach megmaso  ,511.05,,17625.56,ECS BOUNCED CHARGES
24-10-2022,38976288,ecs/ach return chg-razorpay nach fail insufbal sbin7022409220090814-38976288,295,,870.44,ECS BOUNCED CHARGES
02-09-2022,TBMS-1017406586,chrg: ecs return on 05-aug-2022 tpach tatacapital,66.11,,0,ECS BOUNCED CHARGES
28-09-2022,TBMS-1030192919,chrg: ecs return on 08-sep-2022 tpach tatacapital,431.81,,750,ECS BOUNCED CHARGES
06-08-2022,TBMS- 1002214689, chrg: ecs return on 28-jul-2022 tp ach moneymitrai  ,554.78,,0,ECS BOUNCED CHARGES
14-09-2022,TBMS- 1025353229, rem chrgs:ecs return on 28-jul-2022 tp ach moneymi  ,35.22,,1.97,ECS BOUNCED CHARGES
26-07-2022,TBMS- 997842871, chrg: ecs return on 05-jul-2022 tp ach tatacapital  ,590,,16560.28,ECS BOUNCED CHARGES
23-10-2022,TBMS-1049686350,chrg: ecs return on 06-oct-2022lm00987327,0.97,,0,ECS BOUNCED CHARGES
20-04-2022,TBMS- 941813658, chrg: ecs return on 05-apr-2022 tp ach just dial  ,3.96,,0,ECS BOUNCED CHARGES
06-05-2022,TBMS- 957072335, rem chrgs:ecs return on 05-apr-2022 tp ach just di  ,586.04,,1515.96,ECS BOUNCED CHARGES
06-05-2022,TBMS- 957072306, rem chrgs:ecs return on 12-apr-2022 tp ach just di  ,1180,,335.96,ECS BOUNCED CHARGES
18-05-2022,TBMS- 959291928, chrg: ecs return on 05-may-2022 tp ach just dial(value date: 17-05-2022)  ,590,,17203.14,ECS BOUNCED CHARGES
20-06-2022,TBMS- 980954561, chrg: ecs return on 05-jun-2022 tp ach just dial  ,590,,76.14,ECS BOUNCED CHARGES
21-06-2022,TBMS- 980452338, chrg: ecs return on 12-jun-2022 tp ach just dial(value date: 20-06-2022)  ,76.14,,0,ECS BOUNCED CHARGES
15-07-2022,TBMS- , rem chrgs:ecs return on 12-jun-2022 tp ach just di(value date: 14-07-2022)991956928 ,1103.86,,2653.28,ECS BOUNCED CHARGES
30-09-2022,TBMS- 1037748422, chrg: ecs return on 22-sep-2022 navi finserv priva  ,590,,2927.51,ECS BOUNCED CHARGES
30-09-2022,TBMS- 1037847604, chrg: ecs return on 21-sep-2022 tp ach raysoniente  ,1180,,1747.51,ECS BOUNCED CHARGES
23-10-2022,TBMS- 1050050084, chrg: ecs return on 12-oct-2022 tp ach just dial(value date: 22-10-2022)  ,1180,,3067.35,ECS BOUNCED CHARGES
23-10-2022,TBMS- 1050231948, chrg: ecs return on 05-oct-2022 tp ach just dial(value date: 22-10-2022)  ,67.35,,0,ECS BOUNCED CHARGES
20-10-2022,38976288,ecs/ach return chg-moneymit nach fail insufbal sbin7012009220077538-38976288,202.4,,0,ECS BOUNCED CHARGES
20-10-2022,,ecs/ach return chg--,92.6,,17.4,ECS BOUNCED CHARGES
14-10-2022,,neft/return/axmb222877460654/r03/poonam mishra,,5500,6161.36,NEFT BOUNCE
18-10-2022,38976288,ecs/ach return chg-razorpay nach fail insufbal sbin7011709220069442-38976288,295,,1734.52,ECS BOUNCED CHARGES
22-10-2022,38976288,ecs/ach return chg-razorpay nach fail insufbal sbin7010806220024145-38976288,83.34,,0,ECS BOUNCED CHARGES
10-10-2022,,chrg/ecs return/05-10-2022fdrl70202092200001424980,212,,5100.56,ECS BOUNCED CHARGES
06-10-2022,TBMS- 1038525612, chrg: ecs return on 29-sep-2022 tp ach megmasoft  ,1180,,34820.59,ECS BOUNCED CHARGES
06-10-2022,TBMS- 1038375312, chrg: ecs return on 27-sep-2022 tp ach megmasoft  ,590,,34230.59,ECS BOUNCED CHARGES
12-01-2022,,neft/return/axic220123766410/r11/galaxy enterpris,,1,994947.19,NEFT BOUNCE
23-06-2022,,neft/return/axic221748566411/r04/mentor new,,50,888324.29,NEFT BOUNCE
05-09-2021,/ 38976288,ecs/achreturnchg-axisfin nachfail insufbalsbin0000000051344509-38976288,295,,2285.92,ECS BOUNCED CHARGES
05-09-2021,/ 38976288,ecs/achreturnchg-axisfin nachfail insufbalsbin0000000052420394-38976288,295,,1990.92,ECS BOUNCED CHARGES
24-12-2022,38976288,ecs/ach return chg-razorpay nach fail insufbal sbin7020303220044652-38976288,295,,299.94,ECS BOUNCED CHARGES
31-12-2022,,rtn:neft-barbr22365088552-bhuva bhavin rameshbhai  ,,8958,57167.3,NEFT BOUNCE
28-11-2017,,neft/return/axir173328379914/r04/punjab national b,,475,4637209.31,NEFT BOUNCE
28-11-2017,,neft/return/axir173328379375/r03/punjab national b,,200,4637409.31,NEFT BOUNCE
24-01-2018,,neft/return/axir180244134183/r04/punjab national b,,1650,3842906.2,NEFT BOUNCE
30-07-2018,,neft/return/axir182111134743/r03/punjab national b,,2050,982047.78,NEFT BOUNCE
30-07-2018,,neft/return/axir182111134610/r03/punjab national b,,1350,983397.78,NEFT BOUNCE
15-03-2022,,ecs ret chrg forioba7012602210001014 13-mar-22,177,,,ECS BOUNCED CHARGES
06-05-2022,,ecs/nach return chargesfor 05-may-22,236,,,ECS BOUNCED CHARGES
08-06-2022,,ecs ret chrg forioba7013107200000506 05-jun-22,236,,,ECS BOUNCED CHARGES
20-04-2022,TBMS-941680893,chrg: ecs return on 09-apr-2022ctrazorpay,372.4,,0,ECS BOUNCED CHARGES
07-05-2022,TBMS-956184529,rem chrgs:ecs return on 09-apr-2022ctrazorpay,217.6,,918.41,ECS BOUNCED CHARGES
07-05-2022,TBMS-956184563,rem chrgs:ecs return on 03-apr-2022ctrazorpay,590,,328.41,ECS BOUNCED CHARGES
17-06-2022,N168222003915226,"neft dr-kkbk0002856-pramukh electronics- netbank, mum-n168222003915226-return",40000,,3326.46,NEFT BOUNCE
21-06-2022,N172222007323628,"neft dr-kkbk0002856-pramukh electronics- netbank, mum-n172222007323628-return",150000,,6494.47,NEFT BOUNCE
30-06-2022,,"neft dr-icic0002421-cool tech refrigerat n181222017862227 ion-netbank, mum-n181222017862227-return",50000,,225510.16,NEFT BOUNCE
10-08-2022,N222222073874216,"neft dr-ubin0904716-evergreen recyclekar o india pvt ltd-netbank, mum-n2222220738 74216-return",50000,,427.88,NEFT BOUNCE
16-09-2022,N259222122596229,"neft dr-barb0rander-safeda refrigeration -netbank, mum-n259222122596229-return",200000,,2110.18,NEFT BOUNCE
27-10-2022,N300222180318079,"neft dr-ubin0904716-evergreen recyclekar o india pvt ltd-netbank, mum-n3002221803 18079-return",30000,,43172.41,NEFT BOUNCE
27-10-2022,N300222180318079,neft return-account closed-evergreen rec yclekaro india pvt ltd-ubini22300482184,,30000,73172.41,NEFT BOUNCE
26-11-2022,N330222220960987,"neft dr-barb0rander-safeda refrigeration -netbank, mum-n330222220960987-return",24300,,32678.83,NEFT BOUNCE
21-02-2022,TBMS-906727221,chrg: ecs return on 05-feb- 2022 tp ach icici bank,590,,23730.23,ECS BOUNCED CHARGES
27-09-2022,N270222135906202,neft return-account does not exist-impac k polypack-yes0x22700000392,,40975,42614.16,NEFT BOUNCE
07-09-2022,/ 38976288,ecs/achreturnchg-hdfcban nachfail insufbalsbin0000000049901593-38976288,6.33,,0,ECS BOUNCED CHARGES
16-12-2021,,nf/neft/reversal/025749240251/invalidfsc/dheerajkumar,,1646,195039.14,NEFT BOUNCE
14-01-2022,,nf/neft/reversal/026012082521/invalidfsc/dheerajkumar,,8835,218284.14,NEFT BOUNCE
08-02-2022,,nf/neft/reversal/026287416111/invalidfsc/dheerajkumar,,1656,436684.98,NEFT BOUNCE
03-04-2021,,neft return-credit to nriaccount-thameemk-p093210101177806,,13504,-4237992.94,NEFT BOUNCE
03-04-2021,,neft return-account does not,,13504,-4224488.94,NEFT BOUNCE
09-04-2021,,neft return-beneficiary namedifferes-mohamedraffi.a.h-p099210102657443,,19340,-4222822.94,NEFT BOUNCE
09-12-2022,,neft-return-30369760931dc-prabu s-accountdoes not existr03,,17500,-44631784.3,NEFT BOUNCE
15-03-2022,N074221875373464,neft return-account is close-mathaji tra ders-ioban22074155246,,19150,-9480145.88,NEFT BOUNCE
23-06-2022,N174222010104518,neft return-account does not exist-srini vasa enterprises-ucbag22174019827,,24901,-6725777.69,NEFT BOUNCE
06-12-2022,0,neft rev-utib0001306-shivam oil industries-jaipur-n340221010813630,,95452,691573.38,NEFT BOUNCE
15-03-2023,0,neft return-account does not exist (r03)-sitaramtrading co-n074231013279639,,151100,245932.78,NEFT BOUNCE
15-03-2023,0,neft return-account does not exist (r03)-sitaramtrading co-n074231013290031,,151100,242432.78,NEFT BOUNCE
27-03-2023,0,neft return-account does not exist (r03)-sitaramtrading co-n086231013611195,,28532,2228254.78,NEFT BOUNCE
05-04-2023,0,neft return-account closed (r01)-sitaram trading co-n095231013849039,,240500,272335.78,NEFT BOUNCE
07-04-2023,0,neft return-account does not exist (r03)-sitaramtrading co-n097231013899951,,12230,1034052.78,NEFT BOUNCE
14-04-2022,, rtn:neft-barbu22104785126-shri shyam movers   ,,39600,94969.76,NEFT BOUNCE
14-04-2022,, rtn:neft-barbu22104785320-shri shyam movers   ,,5800,100769.76,NEFT BOUNCE
18-04-2022,, rtn:neft-barbw22108789172-shri shyam movers   ,,39600,118070.15,NEFT BOUNCE
18-04-2022,, rtn:neft-barbw22108789689-shri shyam movers   ,,39000,157070.15,NEFT BOUNCE
18-04-2022,, rtn:neft-barbw22108788827-shri shyam movers   ,,35000,192070.15,NEFT BOUNCE
26-04-2022,, rtn:neft-barbs22116947139-shri shyam movers   ,,39600,61440.04,NEFT BOUNCE
26-04-2022,, rtn:neft-barbs22116945261-shri shyam movers   ,,39600,101040.04,NEFT BOUNCE
30-04-2022,, rtn:neft-barbw22120347835-shri shyam movers   ,,39600,74398.17,NEFT BOUNCE
16-05-2022,, rtn:neft-barbz22136500004-shri shyam movers   ,,39600,228363.94,NEFT BOUNCE
17-11-2022,, rtn:neft-barbu22321866249-shri shyam movers   ,,40000,41546.25,NEFT BOUNCE
11-01-2023,, rtn:neft-barbv23011342975-shri shyam movers   ,,40000,40098.52,NEFT BOUNCE
02-02-2023,, rtn:neft-barby23033443750-shri shyam movers   ,,39600,43394.36,NEFT BOUNCE
15-03-2023,, rtn:neft-barbw23074087996-shri shyam movers   ,,50000,79161.77,NEFT BOUNCE
02-06-2022,,neft rtn retnh22153093314-ioban22153442568 account,,71721,-5402699.73,NEFT BOUNCE
11-11-2022,,neft rtn pnbh223150250992-ioban22315492644 account,,150000,-6119200.91,NEFT BOUNCE
08-10-2022,N281222154035534,neft return-account does not exist-pawan plastic-idibh22281943754,,159182,1628714.76,NEFT BOUNCE
20-04-2022,TBMS- 941526607, chrg: ecs return on 02-apr-2022 tpcapfrst idfc fir  ,590,,23925.08,ECS BOUNCED CHARGES
20-04-2022,TBMS- 940465127, chrg: ecs return on 03-apr-2022 tpcapfrst idfc fir  ,590,,14755.08,ECS BOUNCED CHARGES
20-04-2022,TBMS- 940652559, chrg: ecs return on 06-apr-2022 tpcapfrst idfc fir  ,590,,12985.08,ECS BOUNCED CHARGES
18-05-2022,TBMS- , chrg: ecs return on 03-may-2022 tpcapfrst idfc fir(value date: 17-05- 9591731502022) ,590,,50094.69,ECS BOUNCED CHARGES
18-05-2022,TBMS- , chrg: ecs return on 02-may-2022 tpcapfrst idfc fir(value date: 17-05- 9591731272022) ,590,,49504.69,ECS BOUNCED CHARGES
26-03-2023,TBMS- , chrg: ecs return on 05-mar-2023 bajaj finance ltd(value date: 25-031141562798-2023) ,590,,6764.86,ECS BOUNCED CHARGES
26-03-2023,TBMS- , chrg: ecs return on 02-mar-2023 bajaj finance ltd(value date: 25-031141306359-2023) ,590,,6174.86,ECS BOUNCED CHARGES
04-12-2021,38976288,ecs/ach return chg-razorpay nach fail insufbal sbin7022909210022177-38976288,45,,0,ECS BOUNCED CHARGES
15-05-2019,,bkdnh19134815675- 140519 neft iw neft return,5.9,,985.69,NEFT BOUNCE
10-12-2019,,neft rej :shop rent:000151167443 /r03:account no does not exist /neft rtn:mahb0001393:mahbh19344895306,,3300,9279.41,NEFT BOUNCE
16-10-2019,,ecs/ach return chg,621.63,,54378.37,ECS BOUNCED CHARGES
30-05-2018,,neft rtn retd180530677724-ioban18150400821 account,,95000,297189.72,NEFT BOUNCE
31-05-2018,,neft rtn retd180531688165-ioban18151432906 account,,250000,297066.12,NEFT BOUNCE
05-09-2018,,ecs/nach return chargesfor 04-sep-18,177,,30052.8,ECS BOUNCED CHARGES
28-03-2019,AXRJ190872147813,neft return-account does notexist-rsiemerge global privatelimited-n087190002250666,,126000,158575.31,NEFT BOUNCE
10-11-2017,,neft-rev-dt-09.11.17,,27413,61876.97,NEFT BOUNCE
13-11-2017,,neft-rev-dt-10.11.17,,27413,58621.07,NEFT BOUNCE
22-02-2018,,neft-ow-rev-dt-21.02.18,,8850,50840.91,NEFT BOUNCE
23-02-2018,,neft-ow-rev-dt-22.02.18,,8850,34317.97,NEFT BOUNCE
08-12-2018,,ecs return charges:capub/2615,354,,13795.81,ECS BOUNCED CHARGES
23-09-2021,NEFTINW-0323195947,neft rtn kkbkh21266861283beneficiary name,,145700,199397,NEFT BOUNCE
16-10-2021,NEFTINW-0330245007,neft rtn kkbkh21289898303account does not,,60000,293218,NEFT BOUNCE
03-01-2022,NEFTINW-0355808776,neft rtn kkbkh22003743512invalid account,,60984,107487,NEFT BOUNCE
05-02-2022,NEFTINW-0368362194,neft rtn kkbkh22036714303invalid account,,20300,100030.58,NEFT BOUNCE
12-02-2022,NEFTINW-0371291534,neft rtn kkbkh22043820874blocked account,,20000,107810.58,NEFT BOUNCE
05-09-2021,38976288,ecs/ach return chg-indiabul nach fail insufbal sbin7022906200034995-38976288,295,,3788.1,ECS BOUNCED CHARGES
06-11-2021,38976288,ecs/ach return chg-home cre nach fail insufbal sbin7023007200012244-38976288,295,,611.81,ECS BOUNCED CHARGES
02-01-2022,38976288,ecs/ach return chg-capital  nach fail insufbal sbin9000000033228972-38976288,295,,1618.56,ECS BOUNCED CHARGES
10-02-2021,/ 38976288,ecs/achreturnchg-kotakma nachfail insufbalsbin0000000022160909-38976288,295,,18636.61,ECS BOUNCED CHARGES
29-06-2021,/ 38976288,ecs/ach return chg-lendingk nach fail insufbal sbin0000000042053743-38976288,295,,6893.11,ECS BOUNCED CHARGES
02-11-2021,/ 38976288,ecs/ach return chg-bajaj fi nach fail insufbal sbin0000000042014700-38976288,295,,5749.11,ECS BOUNCED CHARGES
27-10-2021,,neft/return/axmb213007383827/r11/gir,,150000,523967.87,NEFT BOUNCE
19-02-2022,N050221841359600,neft return-account does not exist-solan ki mahebub ishmailbhai-rnsb22050457442,,50000,138161.52,NEFT BOUNCE
26-07-2021,,neft/return/axmb212073792129/r09/luxurico,,450000,481042.8,NEFT BOUNCE
29-12-2021,,neft/return/axmb213636580072/r01/anex glass andc,,200000,791287.2,NEFT BOUNCE
15-01-2022,N015221795229020,neft return-account does not exist-dharm esh harishbhai gohel-ubini22015259147,,20000,142221.92,NEFT BOUNCE
15-01-2022,N015221795633365,neft return-account does not exist-gohel dharmesh harishbhai-ubini22015446080,,20000,142221.92,NEFT BOUNCE
16-08-2021,TBMS- 785064460, chrg: ecs return on 03.apr.2021 bajaj finance ltd  ,590,,2777.82,ECS BOUNCED CHARGES
16-08-2021,TBMS- 784659500, chrg: ecs return on 06.apr.2021 bajaj finance ltd  ,590,,15202.82,ECS BOUNCED CHARGES
17-08-2021,TBMS- , chrg: ecs return on 03.apr.2021 bajaj finance ltd(value date: 16-08784659524-2021)deposit ,590,,9612.82,ECS BOUNCED CHARGES
20-08-2021,TBMS- 786801161, chrg: ecs return on 02-aug-2021 bajaj finance ltd  ,1770,,10865.82,ECS BOUNCED CHARGES
27-09-2021,TBMS- , chrg: ecs return on 17.july.2021 bajaj finance ltd(value date: 26-09815441024-2021) ,215.59,,0,ECS BOUNCED CHARGES
20-10-2021,TBMS- , rem chrgs:ecs return on 17.july.2021bajaj finance(value date: 17-10- 8320702422021) ,374.41,,65130.09,ECS BOUNCED CHARGES
01-12-2021,N335211733421231,neft return-account does not exist-shree enterprise-indbn01128435787,,600000,603079.2,NEFT BOUNCE
01-12-2021,N335211733805981,neft return-account does not exist-shree enterprise-indbn01128527857,,200000,403079.2,NEFT BOUNCE
01-12-2021,N335211733808033,neft return-account does not exist-shree enterprise-indbn01128528091,,200000,603079.2,NEFT BOUNCE
24-03-2022,N083221886486586,neft return-beneficiary name differes-na rayan enterprise-indbn24035066690,,150000,207550.2,NEFT BOUNCE
24-03-2022,N083221886558069,neft return-beneficiary name differes-na rayan enterprise-indbn24035080898,,150000,207550.2,NEFT BOUNCE
06-07-2021,NEFTINW-0301889856,neft rtn kkbk211877140385 not avalid cpin for ne,,5150,3468789.06,NEFT BOUNCE
05-05-2022,,pend chg 02-05-22 ecs return charge + gst - 202223/may/5/373,118,,559293.22,ECS BOUNCED CHARGES
19-10-2021,NEFTINW- 0330878904, neft rtn kkbkh21292658796 account does not exist  ,,13000,76753.39,NEFT BOUNCE
12-11-2021,TBMS- 844404492, rem chrgs:ecs return on 10-oct-2021 tp ach icici b  ,590,,394.39,ECS BOUNCED CHARGES
09-12-2021,TBMS- , chrg: ecs return on 16-nov-2021 tp ach icicibank r(value date: 08-12- 8551593522021) ,590,,232556.13,ECS BOUNCED CHARGES
09-12-2021,TBMS- , chrg: ecs return on 10-nov-2021 tp ach icici bank(value date: 08-12- 8570229212021) ,590,,231960.23,ECS BOUNCED CHARGES
13-01-2022,NEFTINW- 0360250368, neft rtn kkbkh22013852897 account does not exist  ,,6560,1133591.43,NEFT BOUNCE
27-11-2021,NEFTINW-0343020554,neft rtn kkbkh21331833273account closed,,34558,5120765.18,NEFT BOUNCE
01-12-2021,NEFTINW-0344516418,neft rtn kkbkh21335682828account closed,,22504,5120765.18,NEFT BOUNCE
21-03-2022,NEFTINW-0385787273,neft rtn kkbk220808954613mismatch in challanamo,,2688,4677819.59,NEFT BOUNCE
05-06-2018,TRANSFERFROM3199304600926 /,bytransfer-neftrrsbin818156449159(05-06-18)accountdoes not e-,,127014,-749714.63,NEFT BOUNCE
03-11-2018,,neft-return-20797088881dc-poojarubberindustriespooja-r01-account closed,,46889,104982.9,NEFT BOUNCE
05-11-2018,,neft-return-20799668171dc-poojarubberindustriespooja-r01-account closed,,46889,176723.9,NEFT BOUNCE
06-11-2018,,neft-return-000055211759-pooja rubberindustries-r01-account closed,,46889,198876.9,NEFT BOUNCE
18-09-2021,,neft-return-000108541745-hegdecashews-accountdoe,,100000,-79794.43,NEFT BOUNCE
27-08-2018,NEFTINW-0116756664,neft rtn kkbkh18239693640account does not,,50000,92582.6,NEFT BOUNCE
05-08-2019,TBMS-382723728,chrg: ecs return on 25-apr- 2019 hdfcmutualfund,590,,100014.74,ECS BOUNCED CHARGES
22-08-2021,TBMS-788049623,chrg: ecs return on 07-aug- 2021 indusind bank cfd(value date:20/08/2021),590,,51085.21,ECS BOUNCED CHARGES
